"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","pm25","o3","no2","co","so2","pm10","h","t","w","wd","d","p","r","uvi","pol","mepaqi","pm1","time_estern","time_estern"
"732","Pittsfield South Street",5,3572,42.447781,-73.254232,"http://aqicn.org/city/usa/massachusett/pittsfield/south-street/","pm25","2017-03-28 20:00:00","-05:00",5,NA,NA,NA,NA,NA,93,5.81,NA,NA,NA,977.93,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"733","Springfield Liberty St",34,3573,42.108581,-72.590614,"http://aqicn.org/city/usa/massachusett/springfield/liberty-st/","pm25","2017-03-28 20:00:00","-05:00",34,11.2,27.8,4.5,0.4,NA,93,5.81,NA,NA,NA,977.93,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"734","Worcester Summer St",25,3574,42.263877,-71.794186,"http://aqicn.org/city/usa/massachusett/worcester/summer-st/","pm25","2017-03-28 20:00:00","-05:00",25,15.2,20.4,3.8,1.5,NA,94,2,1.8,NA,NA,1014.5,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"735","Flemington, NewJersey",35,3575,40.51527,-74.80666,"http://aqicn.org/city/usa/newjersey/flemington/","pm25","2017-03-28 20:00:00","-05:00",35,3.2,NA,NA,NA,NA,93,7.55,1.1,84,NA,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"736","Boston Roxbury",21,3576,42.3294,-71.0825,"http://aqicn.org/city/usa/massachusett/boston/roxbury/","o3","2017-03-28 20:00:00","-05:00",46,20.8,18.6,2.7,0.4,NA,94,4,1.6,NA,NA,1015,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"737","Boston Von Hillern",20,3577,42.325184,-71.05608,"http://aqicn.org/city/usa/massachusett/boston/von-hillern/","o3","2017-03-28 19:00:00","-05:00",13,20,10.2,2.9,0.4,NA,92,4,2.1,NA,NA,1015,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"738","Cid.Universitária-USP-Ipen, São Paulo",21,3578,-23.5628427,-46.7368333,"http://aqicn.org/city/brazil/sao-paulo/cid.universitaria-usp-ipen/","pm25","2017-03-28 23:00:00","-03:00",21,6.1,7.8,NA,NA,NA,77,19.72,NA,NA,NA,1022,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"739","Liudong Primary School, Liuzhou",152,3579,24.3898,109.4883,"http://aqicn.org/city/china/liuzhou/liudongxiaoxue/","pm25","2017-03-29 10:00:00","+08:00",152,15.1,3.2,9.1,6.1,48,93,16,0.9,250,15,1018,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"740","Guting Hill, Liuzhou",139,3580,24.3158,109.4839,"http://aqicn.org/city/china/liuzhou/gutingshan/","pm25","2017-03-29 10:00:00","+08:00",139,4.9,11.9,10,5.1,50,93,16,0.9,250,15,1018,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"741","Monitoring station, Guilin",99,3581,25.2697,110.2819,"http://aqicn.org/city/china/guilin/jiancezhan/","pm25","2017-03-29 09:00:00","+08:00",99,2.1,25.2,12.7,5.6,41,100,15,0.9,280,15,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"742","Longyin Primary School, Guilin",154,3582,25.27083333,110.3088889,"http://aqicn.org/city/china/guilin/longyinxiaoxue/","pm25","2017-03-29 09:00:00","+08:00",154,2.5,19.7,12.1,5.6,51,100,15,0.9,280,15,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"743","No.8 middle school, Guilin",102,3583,25.2178,110.2869,"http://aqicn.org/city/china/guilin/bazhong/","pm25","2017-03-29 09:00:00","+08:00",102,2.5,22.4,13.6,2.6,44,100,15,0.9,280,15,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"744","UESTC Yaoshan Campus, Guilin",63,3584,25.3167,110.4144,"http://aqicn.org/city/china/guilin/dianzikedayaoshanxiaoqu/","pm25","2017-03-29 09:00:00","+08:00",63,15.1,5.1,9.1,7.1,26,100,15,0.9,280,15,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"745","Tianyi Road, Chifeng",43,3585,42.2556,118.8789,"http://aqicn.org/city/china/chifeng/tianyilu/","pm10","2017-03-29 09:00:00","+08:00",38,30.1,6.9,8.2,3.1,43,12,8,4.9,290,-11,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"746","Songshan No.1 Middle School, Chifeng",112,3586,42.2814,118.9233,"http://aqicn.org/city/china/chifeng/songshanyizhong/","pm25","2017-03-29 09:00:00","+08:00",112,16.3,10.6,9.1,17.3,66,12,8,4.9,290,-11,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"747","Hada Street, Chifeng",54,3587,42.2725,118.9572,"http://aqicn.org/city/china/chifeng/hadajie/","pm10","2017-03-29 09:00:00","+08:00",50,24.4,10.1,8.2,4.6,54,12,8,4.9,290,-11,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"748","Songshan Road, Chifeng",165,3588,42.0317,119.2719,"http://aqicn.org/city/china/chifeng/songshanlu/","pm25","2017-03-29 09:00:00","+08:00",165,21.6,8.3,12.7,21.8,112,12,8,4.9,290,-11,1019,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"749","Hudong Road No.4 Elementary School, Maanshan",161,3589,31.6861,118.5058,"http://aqicn.org/city/china/maanshan/hudonglusixiao/","pm25","2017-03-29 09:00:00","+08:00",161,31.3,14.7,8.2,5.6,61,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"750","Tianping Garment Factory, Maanshan",164,3590,31.6411,118.4828,"http://aqicn.org/city/china/maanshan/tianpingfuzhuang/","pm25","2017-03-29 09:00:00","+08:00",164,30.9,9.6,4.6,3.6,64,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"751","City education base, Maanshan",132,3591,31.7133,118.6439,"http://aqicn.org/city/china/maanshan/shijiaoyujidi/","pm25","2017-03-29 09:00:00","+08:00",132,46.8,6.9,4.6,12.7,81,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"752","Cihu No.2 elementary school, Maanshan",163,3592,31.7506,118.5106,"http://aqicn.org/city/china/maanshan/cihuerxiao/","pm25","2017-03-29 09:00:00","+08:00",163,27.7,17.4,6.4,3.1,63,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"753","Maanshan steel factory power plant, Maanshan",163,3593,31.6928,118.48,"http://aqicn.org/city/china/maanshan/magangdonglichang/","pm25","2017-03-29 09:00:00","+08:00",163,32.9,16,17.2,7.1,68,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"754","Science Innovation Center, Wuhu",161,3594,31.4189,118.37,"http://aqicn.org/city/china/wuhu/kechuangzhongxin/","pm25","2017-03-29 09:00:00","+08:00",161,21.2,13.8,15.4,5.1,98,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"755","No.4 Water Plant, Wuhu",168,3595,31.3178,118.3708,"http://aqicn.org/city/china/wuhu/sishuichang/","pm25","2017-03-29 09:00:00","+08:00",168,21.2,19.7,8.2,4.6,98,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"756","Monitoring station, Wuhu",171,3596,31.3508,118.3528,"http://aqicn.org/city/china/wuhu/jiancezhan/","pm25","2017-03-29 09:00:00","+08:00",171,22.4,16,9.1,3.1,99,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"757","Wuqierling Factory, Wuhu",164,3597,31.3839,118.4022,"http://aqicn.org/city/china/wuhu/wuqierlingchang/","pm25","2017-03-29 09:00:00","+08:00",164,26.9,12.4,6.4,4.6,90,71,11,3.1,70,6,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"758","Fuleshan, Mianyang",159,3598,31.4747,104.7778,"http://aqicn.org/city/china/mianyang/fuleshan/","pm25","2017-03-29 09:00:00","+08:00",159,8.2,14.7,10,5.6,69,65,14,0.9,200,10,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"759","Municipal People's Congress, Mianyang",159,3599,31.4539,104.7536,"http://aqicn.org/city/china/mianyang/shirenda/","pm25","2017-03-29 09:00:00","+08:00",159,2.9,27.9,16.3,6.1,81,65,14,0.9,200,10,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"760","High-tech Zone Water Company, Mianyang",194,3600,31.4656,104.6717,"http://aqicn.org/city/china/mianyang/gaoxinquzilaishuigongsi/","pm25","2017-03-29 09:00:00","+08:00",194,2.9,38,15.4,10.2,111,65,14,0.9,200,10,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"761","No.3 water company, Mianyang",162,3601,31.5072,104.7283,"http://aqicn.org/city/china/mianyang/sanshuichang/","pm25","2017-03-29 09:00:00","+08:00",162,0.9,28.8,11.8,9.2,112,65,14,0.9,200,10,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"762","Dongshan Park, Deyang",175,3602,31.1208,104.4219,"http://aqicn.org/city/china/deyang/dongshangongyuan/","pm25","2017-03-29 09:00:00","+08:00",175,17.9,19.7,9.1,6.1,106,82,15,0.9,230,12,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"763","Xixiaoqu, Deyang",214,3603,31.1333,104.3883,"http://aqicn.org/city/china/deyang/xixiaoqu/","pm25","2017-03-29 09:00:00","+08:00",214,6.1,34.8,15.4,7.6,140,82,15,0.9,230,12,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"764","City Procuratorate, Deyang",183,3604,31.1167,104.4053,"http://aqicn.org/city/china/deyang/shijianchayuan/","pm25","2017-03-29 09:00:00","+08:00",183,3.3,24.3,12.7,7.1,115,82,15,0.9,230,12,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"765","Refractory Factory, Deyang",193,3605,31.1108,104.3539,"http://aqicn.org/city/china/deyang/naihuocailiaochang/","pm25","2017-03-29 09:00:00","+08:00",193,2.5,33,10.9,8.2,122,82,15,0.9,230,12,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"766","Nongnongping, Panzhihua",168,3606,26.57098,101.68912,"http://aqicn.org/city/china/panzhihua/longlongping/","pm25","2017-03-29 09:00:00","+08:00",168,9,34.3,21.7,36,107,80,10,0.9,90,7,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"767","Hemenkou, Panzhihua",172,3607,26.5928,101.5769,"http://aqicn.org/city/china/panzhihua/hemenkou/","pm25","2017-03-29 09:00:00","+08:00",172,2.9,25.2,18.1,40.6,110,80,10,0.9,90,7,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"768","Bingcaogang, Panzhihua",159,3608,26.585,101.7169,"http://aqicn.org/city/china/panzhihua/bingcaogang/","pm25","2017-03-29 09:00:00","+08:00",159,7.4,25.2,11.8,29.9,117,80,10,0.9,90,7,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"769","Renhe, Panzhihua",152,3609,26.5017,101.7453,"http://aqicn.org/city/china/panzhihua/renhe/","pm25","2017-03-29 09:00:00","+08:00",152,2.9,13.3,23.5,11.2,89,80,10,0.9,90,7,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"770","Jinjina, Panzhihua",NA,3610,26.5569,101.8472,"http://aqicn.org/city/china/panzhihua/jinjiang/","","","+0800",NA,NA,NA,NA,NA,NA,55,20,0.9,110,13,0,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"771","Shima Middle School, Yibin",165,3611,28.8194,104.5969,"http://aqicn.org/city/china/yibin/shimazhongxue/","pm25","2017-03-29 09:00:00","+08:00",165,13.5,24.7,12.7,11.2,77,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"772","Municipal party committee, Yibin",157,3612,28.76611,104.6225,"http://aqicn.org/city/china/yibin/shiwei/","pm25","2017-03-29 09:00:00","+08:00",157,19.1,18.8,9.1,8.7,67,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"773","No. 4 middle school, Yibin",163,3613,28.7867,104.6061,"http://aqicn.org/city/china/yibin/yibinsizhong/","pm25","2017-03-29 09:00:00","+08:00",163,29.7,13.3,8.2,7.6,78,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"774","City government, Yibin",155,3614,28.76389,104.6417,"http://aqicn.org/city/china/yibin/shizhengfu/","pm25","2017-03-29 09:00:00","+08:00",155,17.9,28.8,10,9.7,98,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"775","Huangjinzui, Yibin",163,3615,28.71583,104.5761,"http://aqicn.org/city/china/yibin/huangjinzui/","pm25","2017-03-29 09:00:00","+08:00",163,24.4,10.6,9.1,9.7,85,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"776","Shaping Middle School, Yibin",172,3616,28.7989,104.6789,"http://aqicn.org/city/china/yibin/shapingzhongxue/","pm25","2017-03-29 09:00:00","+08:00",172,15.1,15.1,8.2,13.2,101,74,16,0.9,140,13,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"777","Datang Hill, Zigong",168,3617,29.3628,104.7547,"http://aqicn.org/city/china/zigong/datangshan/","pm25","2017-03-29 09:00:00","+08:00",168,13.9,30.2,10.9,15.2,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"778","Chunhua Road, Zigong",187,3620,29.3411,104.7692,"http://aqicn.org/city/china/zigong/chunhualu/","pm25","2017-03-29 09:00:00","+08:00",187,14.7,33.4,11.8,9.2,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"779","Jiushi Hill, Luzhou",162,3621,28.9583,105.4306,"http://aqicn.org/city/china/luzhou/jiushishan/","pm25","2017-03-29 09:00:00","+08:00",162,2.1,22.9,9.1,6.1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"780","Xiaoshishang Port, Luzhou",165,3622,28.9026,105.4436,"http://aqicn.org/city/china/luzhou/xiaoshishangmatou/","pm25","2017-03-29 09:00:00","+08:00",165,1.7,27.9,12.7,52.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"781","Lantianxian Bridge, Luzhou",166,3623,28.8558,105.4322,"http://aqicn.org/city/china/luzhou/lantianxianqiao/","pm25","2017-03-29 09:00:00","+08:00",166,2.9,19.7,8.2,10.2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"782","City Environment Monitoring Station, Luzhou",166,3624,28.8833,105.4322,"http://aqicn.org/city/china/luzhou/shihuanjianzhan/","pm25","2017-03-29 09:00:00","+08:00",166,2.9,32,9.1,31.5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"783","Xīshān scenic area, Nanchong",152,3625,30.8064,106.056,"http://aqicn.org/city/china/nanchong/xishanfengjingqu/","pm25","2017-03-29 09:00:00","+08:00",152,31.3,12.8,8.2,13.2,75,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"784","City Committee, Nanchong",151,3626,30.8023,106.0789,"http://aqicn.org/city/china/nanchong/nanchongshiwei/","pm25","2017-03-29 09:00:00","+08:00",151,8.6,24.3,8.2,6.6,72,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"785","Refinery Factory, Nanchong",158,3627,30.8217,106.1031,"http://aqicn.org/city/china/nanchong/nanchonglianyouchang/","pm25","2017-03-29 09:00:00","+08:00",158,15.1,26.6,10,7.1,82,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"786","Gaoping District Monitoring Station, Nanchong",155,3628,30.7856,106.1064,"http://aqicn.org/city/china/nanchong/gaopingqujiancezhan/","pm25","2017-03-29 09:00:00","+08:00",155,11.4,26.6,10,8.7,104,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"787","Jialing District EPB, Nanchong",157,3629,30.7636,106.0642,"http://aqicn.org/city/china/nanchong/jialingquhuanbaoju/","pm25","2017-03-29 09:00:00","+08:00",157,27.7,34.3,10,7.6,79,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"788","City Environmental Monitoring Station, Nanchong",155,3630,30.8388,106.1087,"http://aqicn.org/city/china/nanchong/shihuanjingjiancezhan/","pm25","2017-03-29 09:00:00","+08:00",155,13,12.4,10.9,11.7,79,71,14,1.8,20,11,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"789","Anju Compound, Qiqihaer",114,3631,47.3636,123.9305,"http://aqicn.org/city/china/qiqihaer/anjixiaoqu/","pm25","2017-03-29 09:00:00","+08:00",114,21.6,16.5,8.2,8.2,55,80,2,1.8,70,0,1012,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"790","Farming Vehicule Factory, Qiqihaer",153,3633,47.3227,123.9483,"http://aqicn.org/city/china/qiqihaer/nongmucheliangchang/","pm25","2017-03-29 09:00:00","+08:00",153,17.9,17.4,4.6,10.2,64,80,2,1.8,70,0,1012,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"791","Fuqu EPA, Qiqihaer",91,3634,47.203,123.6261,"http://aqicn.org/city/china/qiqihaer/fuquhuanbaoju/","pm25","2017-03-29 09:00:00","+08:00",91,30.5,9.2,4.6,6.1,44,80,2,1.8,70,0,1012,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"792","City Center Square, Qiqihaer",134,3635,47.3386,123.9305,"http://aqicn.org/city/china/qiqihaer/zhongxinguangchang/","pm25","2017-03-29 09:00:00","+08:00",134,12.2,21.1,11.8,13.7,53,80,2,1.8,70,0,1012,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"793","Saertu District, Daqing",257,3636,46.5776,125.1386,"http://aqicn.org/city/china/daqing/saertuqu/","pm25","2017-03-29 09:00:00","+08:00",257,24.8,17,10.9,16.8,135,32,4,1.8,90,-7,1011,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"794","Datong District, Daqing",167,3637,46.0347,124.8354,"http://aqicn.org/city/china/daqing/datongqu/","pm25","2017-03-29 09:00:00","+08:00",167,21.2,6.9,3.7,3.1,90,32,4,1.8,90,-7,1011,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"795","Honggang District, Daqing",228,3638,46.3991,124.8847,"http://aqicn.org/city/china/daqing/honggangqu/","pm25","2017-03-29 09:00:00","+08:00",228,21.2,24.7,14.5,9.7,133,32,4,1.8,90,-7,1011,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"796","Longfeng District, Daqing",216,3639,46.528,125.112,"http://aqicn.org/city/china/daqing/longfengqu/","pm25","2017-03-29 09:00:00","+08:00",216,16.3,22,10.9,5.1,130,32,4,1.8,90,-7,1011,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"797","Ranghulu District, Daqing",183,3640,46.6219,124.8648,"http://aqicn.org/city/china/daqing/ranghuluqu/","pm25","2017-03-29 09:00:00","+08:00",183,22.8,20.2,9.1,8.7,107,32,4,1.8,90,-7,1011,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"798","Locomotive Factory, Mudanjiang",151,3641,44.6104,129.6459,"http://aqicn.org/city/china/mudanjiang/jichegongchang/","pm25","2017-03-29 09:00:00","+08:00",151,26,20.2,6.4,8.7,83,36,6,1.8,270,-4,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"799","No. 1 hospital, Mudanjiang",137,3642,44.5952,129.5902,"http://aqicn.org/city/china/mudanjiang/diyiyiyuan/","pm25","2017-03-29 09:00:00","+08:00",137,22.4,13.8,7.3,15.8,76,36,6,1.8,270,-4,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"800","EPA building, Mudanjiang",129,3643,44.562546,129.616794,"http://aqicn.org/city/china/mudanjiang/huanbaodalou/","pm25","2017-03-29 09:00:00","+08:00",129,23.6,17.9,6.9,4.6,80,36,6,1.8,270,-4,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"801","Cultural Square, Mudanjiang",102,3644,44.580122,129.618569,"http://aqicn.org/city/china/mudanjiang/wenhuaguangchang/","pm25","2017-03-29 09:00:00","+08:00",102,22,18.8,8.4,6.1,76,36,6,1.8,270,-4,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"802","Cultural Square, Mudanjiang",102,7255,44.5782,129.6115,"http://aqicn.org/city/china/mudanjiang/wenhuaguangchang/","pm25","2017-03-29 09:00:00","+08:00",102,22,18.8,8.2,6.1,76,36,6,1.8,270,-4,1014,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"803","Lushan Mountain Observatory, Jiujiang",99,3645,29.5867,115.9936,"http://aqicn.org/city/china/jiujiang/lushanqixiangtai/","pm25","2017-03-29 09:00:00","+08:00",99,43.5,1.4,5.5,10.7,60,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"804","Shili, Jiujiang",104,3646,29.6816,115.9872,"http://aqicn.org/city/china/jiujiang/shili/","pm25","2017-03-29 09:00:00","+08:00",104,26,5.5,4.6,4.6,49,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"805","Maoshantou, Jiujiang",127,3647,29.7048,115.9581,"http://aqicn.org/city/china/jiujiang/maoshantou/","pm25","2017-03-29 09:00:00","+08:00",127,26.9,2.3,4.6,7.1,57,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"806","Xiyuan, Jiujiang",114,3648,29.7292,115.988,"http://aqicn.org/city/china/jiujiang/xiyuan/","pm25","2017-03-29 09:00:00","+08:00",114,35.8,6.9,7.3,9.2,40,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"807","Wuqierling Factory, Jiujiang",91,3649,29.6535,116.0174,"http://aqicn.org/city/china/jiujiang/wuqierqichang/","pm25","2017-03-29 09:00:00","+08:00",91,35.8,4.6,5.5,3.6,40,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"808","Water Scientific Research Institute, Jiujiang",102,3650,29.6926,116.0628,"http://aqicn.org/city/china/jiujiang/shuikesuo/","pm25","2017-03-29 09:00:00","+08:00",102,29.3,2.3,2.8,7.1,49,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"809","Zonghe Industrial Park, Jiujiang",144,3651,29.6039,115.9114,"http://aqicn.org/city/china/jiujiang/zonghegongyeyuan/","pm25","2017-03-29 09:00:00","+08:00",144,9.8,14.7,2.8,27.9,59,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"810","Petrochemical General Plant, Jiujiang",161,3652,29.7534,116.0726,"http://aqicn.org/city/china/jiujiang/shihuazongchang/","pm25","2017-03-29 09:00:00","+08:00",161,19.1,19.2,4.6,18.8,48,70,10,3.1,140,7,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"811","Huangshi",132,3653,30.199652,115.03852,"http://aqicn.org/city/huangshi/","pm25","2017-03-29 09:00:00","+08:00",132,22,10.1,7.7,6.6,65,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"812","Huangshi",132,3667,30.199652,115.03852,"http://aqicn.org/city/hubei/huangshi/","pm25","2017-03-29 09:00:00","+08:00",132,22,10.1,7.7,6.6,65,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"813","Shiyan",169,3654,32.629397,110.797991,"http://aqicn.org/city/shiyan/","pm25","2017-03-29 09:00:00","+08:00",169,31.7,13.8,10.2,7.6,78,73,9.15,NA,NA,NA,967.33,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"814","Shiyan",169,3668,32.629397,110.797991,"http://aqicn.org/city/hubei/shiyan/","pm25","2017-03-29 09:00:00","+08:00",169,31.7,13.8,10.2,7.6,78,73,9.15,NA,NA,NA,967.33,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"815","Xiangyang",183,3655,32.008986,112.122415,"http://aqicn.org/city/xiangyang/","pm25","2017-03-29 09:00:00","+08:00",183,13,19.2,9.7,8.7,86,80,11.1,NA,NA,NA,1021.56,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"816","Xiangyang",183,3670,32.008986,112.122415,"http://aqicn.org/city/hubei/xiangyang/","pm25","2017-03-29 09:00:00","+08:00",183,13,19.2,9.7,8.7,86,80,11.1,NA,NA,NA,1021.56,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"817","Ezhou",153,3656,30.39194,114.894843,"http://aqicn.org/city/ezhou/","pm25","2017-03-29 09:00:00","+08:00",153,7,20.6,8.7,11.7,77,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"818","Ezhou",153,3671,30.39194,114.894843,"http://aqicn.org/city/hubei/ezhou/","pm25","2017-03-29 09:00:00","+08:00",153,7,20.6,8.7,11.7,77,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"819","Jingmen",154,3657,31.035423,112.199265,"http://aqicn.org/city/jingmen/","pm25","2017-03-29 09:00:00","+08:00",154,29.7,20.6,8.2,9.2,91,73,12.15,NA,NA,NA,1016.94,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"820","Jingmen",154,3672,31.035423,112.199265,"http://aqicn.org/city/hubei/jingmen/","pm25","2017-03-29 09:00:00","+08:00",154,29.7,20.6,8.2,9.2,91,73,12.15,NA,NA,NA,1016.94,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"821","Xiaogan",171,3658,30.924568,113.916903,"http://aqicn.org/city/xiaogan/","pm25","2017-03-29 09:00:00","+08:00",171,25.2,16.5,20.5,5.6,100,67,15.15,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"822","Xiaogan",171,3673,30.924568,113.916903,"http://aqicn.org/city/hubei/xiaogan/","pm25","2017-03-29 09:00:00","+08:00",171,25.2,16.5,20.5,5.6,100,67,15.15,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"823","Huanggang",154,3659,30.453906,114.872316,"http://aqicn.org/city/huanggang/","pm25","2017-03-29 09:00:00","+08:00",154,14.3,14.7,13.7,11.2,75,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"824","Huanggang",154,3675,30.453906,114.872316,"http://aqicn.org/city/hubei/huanggang/","pm25","2017-03-29 09:00:00","+08:00",154,14.3,14.7,13.7,11.2,75,96,14.7,NA,NA,NA,1023.42,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"825","Xianning",152,3660,29.841443,114.322492,"http://aqicn.org/city/xianning/","pm25","2017-03-29 09:00:00","+08:00",152,12.2,9.2,8.6,7.6,76,88,15,NA,NA,NA,1022.13,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
